first,second,third,freq
lupin,gets,better,3
lures,travellers,bogs,3
travellers,bogs,said,3
doubled,back,watched,3
lupin,covering,hinkypunk,3
covering,hinkypunk,box,3
hinkypunk,box,cloth,3
think,us,seen,3
us,seen,professor,3
labeled,dot,top,3
dot,top,left,3
top,left,corner,3
left,corner,showed,3
corner,showed,professor,3
mrs,norris,prowling,3
norris,prowling,second,3
prowling,second,floor,3
second,floor,peeves,3
floor,peeves,poltergeist,3
peeves,poltergeist,currently,3
poltergeist,currently,bouncing,3
currently,bouncing,around,3
bouncing,around,trophy,3
around,trophy,room,3
always,hopeless,duelling,3
hopeless,duelling,left,3
duelling,left,ministry,3
hagrid,sobs,redoubled,3
sobs,redoubled,shoved,3
redoubled,shoved,letter,3
shoved,letter,toward,3
letter,toward,harry,3
toward,harry,picked,3
harry,picked,read,3
picked,read,aloud,3
trelawney,gliding,toward,3
gazing,headmaster,said,3
trelawney,mistiest,faraway,3
trelawney,however,sit,3
however,sit,enormous,3
sit,enormous,eyes,3
enormous,eyes,roving,3
eyes,roving,around,3
roving,around,table,3
around,table,suddenly,3
table,suddenly,uttered,3
suddenly,uttered,kind,3
uttered,kind,soft,3
kind,soft,scream,3
professor,trelawney,hesitated,3
trelawney,hesitated,lowered,3
mcgonagall,poked,large,3
poked,large,spoon,3
large,spoon,nearest,3
spoon,nearest,tureen,3
professor,trelawney,ignored,3
open,looked,around,3
around,said,dear,3
great,deal,said,3
deal,said,professor,3
good,deal,less,3
doubt,said,dumbledore,3
voice,put,end,3
trelawney,conversation,professor,3
professor,trelawney,behaved,3
trelawney,behaved,almost,3
behaved,almost,normally,3
almost,normally,end,3
normally,end,christmas,3
end,christmas,dinner,3
christmas,dinner,two,3
dinner,two,hours,3
doubt,make,much,3
mcgonagall,coldly,unless,3
coldly,unless,mad,3
unless,mad,axe,3
mad,axe,man,3
axe,man,waiting,3
man,waiting,outside,3
outside,doors,slaughter,3
doors,slaughter,first,3
slaughter,first,entrance,3
first,entrance,hall,3
want,quick,word,3
ron,simply,sat,3
professor,mcgonagall,beadily,3
mcgonagall,beadily,walking,3
beadily,walking,fireside,3
walking,fireside,staring,3
fireside,staring,firebolt,3
mcgonagall,wait,answer,3
wait,answer,pulling,3
answer,pulling,firebolt,3
need,checked,jinxes,3
checked,jinxes,said,3
jinxes,said,professor,3
course,expert,daresay,3
expert,daresay,madam,3
repeated,ron,though,3
ron,though,professor,3
take,weeks,said,3
honestly,professor,ca,3
professor,ca,know,3
ca,know,potter,3
know,potter,said,3
mcgonagall,quite,kindly,3
quite,kindly,flown,3
kindly,flown,rate,3
flown,rate,afraid,3
rate,afraid,question,3
afraid,question,certain,3
question,certain,tampered,3
turned,heel,carried,3
waited,five,minutes,3
carrying,large,packing,3
heaved,onto,professor,3
raised,eyebrow,asked,3
much,longer,going,3
mcgonagall,severe,voice,3
professor,flitwick,believes,3
professor,flitwick,reprovingly,3
next,term,ron,3
term,ron,muttered,3
ron,muttered,casting,3
however,two,hundred,3
two,hundred,people,3
hundred,people,wearing,3
people,wearing,green,3
flags,professor,snape,3
snape,sat,front,3
front,row,wearing,3
row,wearing,green,3
wearing,green,like,3
green,like,everyone,3
cheers,slytherin,end,3
slytherin,end,lee,3
end,lee,swore,3
lee,swore,badly,3
swore,badly,professor,3
magical,megaphone,away,3
mcgonagall,sobbing,harder,3
sobbing,harder,even,3
harder,even,wood,3
hermione,spoke,trembling,3
spoke,trembling,would,3
hermione,however,took,3
however,took,uncertain,3
step,toward,snape,3
toward,snape,said,3
saw,pettigrew,escaped,3
said,unable,stop,3
time,turner,hermione,3
whispered,got,professor,3
said,hagrid,sounded,3
hagrid,sounded,weak,3
professor,lupin,killing,3
nobody,hogwarts,knew,3
hogwarts,knew,truth,3
knew,truth,happened,3
night,sirius,buckbeak,3
sirius,buckbeak,pettigrew,3
buckbeak,pettigrew,vanished,3
pettigrew,vanished,except,3
vanished,except,harry,3
professor,said,soft,3
professor,hermione,got,3
looked,new,professor,3
professor,dumbledore,murderer,3
potions,professor,taking,3
harry,knew,exactly,3
professor,dumbledore,rise,3
stared,professor,disbelief,3
lesson,professor,said,3
called,quietly,professor,3
went,back,great,3
great,hall,young,3
professor,mcgonagall,fierce,3
creatures,professor,could,3
professor,could,sense,3
signal,professor,dumbledore,3
death,eater,one,3
ms,wu,professor,3
wu,professor,moore,3
bell,sounded,professor,3
came,back,lead,3
hat,away,professor,3
professor,flitwick,walks,3
professor,started,fight,3
us,first,day,3
every,one,us,3
professor,snape,enters,3
dumbledore,sat,straight,3
hermione,miss,granger,3
professor,granger,taken,3
professor,snape,serve,3
professor,hermione,well,3
gryffindor,professor,would,3
order,phoenix,arrived,3
arts,teacher,head,3
mistress,head,gryffindor,3
flitwick,standing,inside,3
standing,inside,door,3
life,many,times,3
professor,dumbledore,influence,3
snape,take,place,3
professor,said,make,3
smiled,right,professor,3
would,best,us,3
professor,snape,conducted,3
thank,hermione,said,3
gasped,professor,slughorn,3
professor,slughorn,rushed,3
folded,hands,desk,3
sprout,walked,away,3
professor,smiled,young,3
like,go,home,3
better,madam,pomfrey,3
earlier,day,professor,3
look,face,potions,3
face,potions,master,3
explained,professor,slughorn,3
slughorn,happy,say,3
meanwhile,post,defense,3
head,house,still,3
potions,care,magical,3
responded,without,thinking,3
hand,mouth,shock,3
bring,professor,slughorn,3
8,00,pm,3
everyone,watching,professor,3
task,kill,professor,3
piece,parchment,one,3
given,circumstances,professor,3
ron,rolled,eyes,3
rolled,eyes,gave,3
professor,snape,isnt,3
know,trust,professor,3
go,back,home,3
ron,hospital,wing,3
harry,frowned,professor,3
professor,leaving,office,3
able,bring,back,3
retrieved,memory,professor,3
sorry,sir,harry,3
dumbledore,needs,information,3
slughorn,shook,head,3
wing,doors,opened,3
castle,professor,slughorn,3
professor,vector,seated,3
never,expected,dreamed,3
expected,dreamed,professor,3
dumbledore,wanted,stay,3
dumbledore,told,one,3
snape,came,tell,3
professor,dumbledore,suggest,3
harry,parents,professor,3
trip,professor,dumbledore,3
professor,dumbledore,answers,3
third,year,dementors,3
join,us,please,3
harry,said,headmaster,3
professor,flitwick,pretty,3
deputy,headmaster,transfiguration,3
flying,quidditch,referee,3
quidditch,referee,physical,3
referee,physical,ed,3
professor,name,hermione,3
old,professor,gave,3
half,hour,harry,3
nearly,collided,professor,3
else,could,get,3
heard,professor,use,3
guru,ju,stick,3
flew,hand,professor,3
professor,led,two,3
hand,old,man,3
sight,old,professor,3
curly,haired,man,3
turning,professor,sprout,3
former,professor,arm,3
someone,else,like,3
professor,slughorn,rest,3
stopped,directly,front,3
blank,look,face,3
arts,professor,take,3
know,ms,granger,3
saying,mr,weasley,3
reminded,george,professor,3
would,allow,us,3
potions,professor,presence,3
dumbledore,case,something,3
looked,professor,gave,3
professor,dumbledore,dark,3
trying,make,sense,3
professor,glad,back,3
glad,back,said,3
offensively,close,professor,3
mcgonagall,face,within,3
professor,voice,made,3
professor,snape,landed,3
cried,professor,dumbledore,3
house,elves,kitchen,3
snape,could,know,3
closely,professor,snape,3
professor,snape,create,3
severus,snape,actually,3
flash,white,light,3
harry,ever,witnessed,3
loathed,potions,professor,3
one,great,hall,3
snape,next,words,3
directly,professor,eyes,3
asked,anything,would,3
think,nothing,professor,3
potions,master,man,3
see,light,day,3
common,room,dormitory,3
else,see,professor,3
became,professor,snape,3
looking,new,potions,3
education,professor,snape,3
would,go,without,3
touching,professor,snape,3
professor,snape,literally,3
walked,harry,hermione,3
harry,watched,hermione,3
unbeknownst,professor,snape,3
either,another,professor,3
reactions,professor,snape,3
tonks,made,way,3
snape,took,hand,3
snape,hermione,snape,3
applause,professor,snape,3
wish,luck,professor,3
gryffindor,first,year,3
snape,face,professor,3
need,hear,professor,3
great,hall,found,3
lupin,sitting,desk,3
sitting,desk,looking,3
thank,professor,necessary,3
tried,think,professor,3
aware,professor,vector,3
spent,two,hours,3
professor,snape,convinced,3
professor,snape,engaged,3
stop,staring,professor,3
reading,professor,vector,3
hearing,words,professor,3
ever,grace,hogwarts,3
snape,eyebrows,rose,3
know,headmaster,professor,3
hogwarts,long,wants,3
professor,mcgonagall,amplified,3
mcgonagall,amplified,voice,3
seemed,deep,thought,3
drawn,professor,snape,3
professor,snape,remembering,3
mcgonagall,would,likely,3
moment,shocked,silence,3
pale,dark,haired,3
chapter,eleven,professor,3
might,find,professor,3
something,wrong,hermione,3
partner,professor,snape,3
whispering,something,professor,3
professor,slughorn,busy,3
harry,ron,LRB,3
tall,dark,figure,3
ron,weasley,twins,3
hermione,known,better,3
known,better,would,3
saying,first,name,3
uh,hello,professor,3
snape,said,breath,3
us,potions,professor,3
remember,saying,something,3
hogwart,potions,professor,3
going,spend,time,3
nice,professor,harry,3
perfect,time,professor,3
next,potions,class,3
professor,slughorn,praised,3
think,right,know,3
read,professor,r,3
mcgonagall,gave,another,3
interest,professor,mcgonagall,3
said,headed,back,3
professor,dumbledore,tol,3
could,keep,safe,3
another,two,weeks,3
first,year,could,3
except,course,professor,3
mcgonagall,gestured,harry,3
gestured,harry,sit,3
mcgonagall,replied,firmly,3
cast,spell,forced,3
go,ahead,tell,3
request,professor,flitwick,3
dumbledore,said,sadly,3
finished,telling,professor,3
around,room,checking,3
professor,face,softened,3
course,professor,vector,3
whole,class,could,3
mcgonagall,would,understand,3
wanted,speak,harry,3
proper,wand,movement,3
thing,knew,professor,3
mcgonagall,frowned,slightly,3
hermione,said,angrily,3
complain,professor,mcgonagall,3
mcgonagall,started,teaching,3
teaching,us,patronus,3
going,give,extra,3
going,well,professor,3
death,every,year,3
ginny,said,looked,3
aunt,uncle,house,3
whomping,willow,shrieking,3
gave,professor,sheepish,3
professor,sheepish,look,3
mcgonagall,madam,pomphrey,3
want,us,professor,3
welcomed,professor,mcgonagall,3
office,see,professor,3
take,away,house,3
mcgonagall,hid,smile,3
magic,permitted,corridors,3
transfiguration,professor,umbridge,3
mcgonagall,said,cold,3
said,cold,fury,3
towards,dim,corner,3
dungeon,harry,saw,3
young,man,could,3
wearing,black,robes,3
perhaps,could,explain,3
sleeping,professor,mcgonagall,3
rest,class,harry,3
shall,make,announcement,3
professor,quirrell,opened,3
snape,could,take,3
need,get,home,3
counted,one,two,3
chance,get,back,3
must,report,professor,3
could,speak,moment,3
best,professor,could,3
defense,professor,already,3
year,professor,harry,3
snape,given,harry,3
paused,long,moment,3
professor,hermione,murmured,3
incident,last,night,3
professor,said,hint,3
appealed,professor,dumbledore,3
professor,please,try,3
first,year,three,3
walked,back,office,3
professor,carrow,made,3
shifted,eyes,professor,3
podium,professor,mcgonagall,3
harry,saw,look,3
contract,professor,snape,3
essay,professor,vector,3
harry,thought,something,3
portrait,hole,hermione,3
work,madam,pomfrey,3
turned,favourite,professor,3
horace,slughorn,potion,3
great,many,people,3
potions,harry,said,3
gave,surprised,look,3
lied,professor,flitwick,3
nothing,professor,binns,3
harry,happy,see,3
moment,entered,room,3
harry,seen,many,3
even,compared,professor,3
brew,potion,using,3
harry,sat,silently,3
looked,professor,looking,3
opened,eyes,find,3
going,get,sacked,3
professor,tried,make,3
professor,redwood,said,3
professor,said,urgently,3
get,ready,day,3
several,times,since,3
professor,said,give,3
neville,raised,hand,3
reminding,harry,professor,3
see,professor,looking,3
harry,asked,surprised,3
professor,smiled,knowingly,3
professor,could,always,3
professor,mcgonagall,actions,3
mcgonagall,eleven,clock,3
harry,pulled,aside,3
professor,flitwick,better,3
harry,added,quickly,3
quickly,professor,could,3
professor,sprout,knows,3
professor,considered,moment,3
trying,catch,professor,3
would,asked,professor,3
professor,agreed,quickly,3
charms,essay,professor,3
imagine,going,professor,3
go,back,tower,3
small,part,harry,3
harry,horror,professor,3
professor,flitwick,seeing,3
dumbledore,placed,hands,3
professor,flitwick,bright,3
professor,flitwick,often,3
two,different,things,3
behind,headmaster,desk,3
afternoon,professor,malfoy,3
look,like,wanted,3
professor,mcgonagall,crazy,3
turned,around,suddenly,3
dumbledore,new,defense,3
dark,art,teacher,3
professor,think,better,3
predicted,death,every,3
flitwick,rubeus,hagrid,3
arabella,figg,mundungus,3
figg,mundungus,fletcher,3
teacher,professor,delacour,3
calling,names,students,3
happened,said,professor,3
exclaimed,professor,dumbledore,3
listen,harry,said,3
snape,talk,harry,3
professor,snape,saving,3
risked,glance,professor,3
would,probably,never,3
professor,snape,greatest,3
going,go,first,3
first,names,professor,3
professor,snape,supervise,3
third,year,hufflepuff,3
pray,tell,professor,3
house,even,professor,3
professor,mcgonagall,level,3
us,new,professor,3
draco,eyes,went,3
professor,would,feel,3
lockhart,defense,professor,3
draco,said,turning,3
closing,door,quietly,3
eyes,narrowed,professor,3
way,even,professor,3
snape,came,common,3
finding,new,defense,3
sat,quietly,waiting,3
professor,draco,spoke,3
paused,professor,snape,3
let,go,early,3
snape,told,getting,3
potion,brewing,professor,3
seemed,like,lifetime,3
like,lifetime,ago,3
said,looking,bit,3
part,knew,professor,3
little,girl,voice,3
great,wizard,professor,3
cross,professor,mcgonagall,3
charms,professor,get,3
harry,looked,startled,3
comfortable,professor,snape,3
transfiguration,professor,headmaster,3
aurors,said,professor,3
ran,around,corner,3
mcgonagall,spoke,softly,3
go,back,dursley,3
snape,could,handle,3
harry,made,mental,3
professor,binns,teach,3
witch,named,professor,3
classes,new,professor,3
see,either,professor,3
magic,professor,lupin,3
papers,professor,snape,3
much,power,professor,3
tiny,professor,exclaimed,3
paying,rapt,attention,3
mcgonagall,looked,stunned,3
mcgonagall,motioned,two,3
spoke,sorry,professor,3
harry,potter,snape,3
guard,professor,snape,3
like,transfiguration,professor,3
hermione,agreed,immediately,3
professor,snape,bored,3
everyone,else,class,3
professor,began,slowly,3
professor,snape,character,3
even,first,year,3
please,keep,professor,3
summons,professor,snape,3
think,always,professor,3
anything,could,help,3
er,morning,professor,3
please,make,professor,3
came,back,shortly,3
head,harry,house,3
professor,look,happy,3
back,old,potions,3
back,storage,room,3
life,fair,professor,3
directed,attention,professor,3
wrote,impassioned,defence,3
impassioned,defence,mudbloods,3
defence,mudbloods,daily,3
year,make,sure,3
opened,door,cottage,3
every,eye,living,3
eye,living,dead,3
feeling,like,professor,3
professor,snape,twenty,3
snape,emerged,behind,3
professor,whispered,hermione,3
must,leave,professor,3
mcgonagall,left,great,3
um,professor,think,3
times,first,year,3
professor,dumbledore,odd,3
clue,professor,mcgonagall,3
chill,run,spine,3
unrolled,long,parchment,3
sorting,hat,another,3
students,around,professor,3
end,year,feast,3
professor,harriet,replied,3
yes,fine,professor,3
binns,ghost,professor,3
ghost,professor,hogwarts,3
today,professor,binns,3
sure,would,love,3
professor,lockhart,stepped,3
harriet,sure,professor,3
hit,professor,flitwick,3
professor,sinistra,think,3
norris,professor,snape,3
nod,professor,sprout,3
wanted,ask,could,3
tried,stay,awake,3
hermione,asked,question,3
would,given,detention,3
pulled,potions,book,3
hermione,said,little,3
drew,wand,pointed,3
shoulders,professor,mcgonagall,3
one,else,around,3
petrified,mrs,norris,3
others,professor,dumbledore,3
professor,dumbledore,respond,3
stepped,aside,allow,3
sworn,professor,mcgonagall,3
snape,private,potions,3
snape,leave,room,3
bounded,onto,stage,3
snape,tells,knows,3
professor,snape,baring,3
mcgonagall,said,started,3
potter,come,professor,3
walking,back,towards,3
able,make,feel,3
dumbledore,going,get,3
hogwarts,go,back,3
stepped,common,room,3
kept,looking,professor,3
face,buried,hands,3
mcintyre,professor,mcgonagall,3
mcgonagall,said,holding,3
sure,one,else,3
